stage,config,axis,prer,r,postr,label,model,device,dim,weights,MRR,MRR_prompted,Hit@1,Hit@5,File@5,accuracy,judge_similarity,judge_correctness,judge_completeness,judge_faithfulness,judge_mean,n_chunks,parse_time_sec,rerank_time_sec,llm_calls,elapsed_sec,fixed_pipeline
6_cartesian,baseline__hybrid_5_5__bge-reranker-v2-m3,,baseline,hybrid_5_5,bge-reranker-v2-m3,,,,,,0.7532777777777778,,0.7033333333333334,0.8233333333333334,0.9233333333333333,0.8,4.066666666666666,3.9833333333333334,3.97,3.8133333333333335,3.958333333333334,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_5_5__bge-reranker-v2-m3-ko,,baseline,hybrid_5_5,bge-reranker-v2-m3-ko,,,,,,0.7746666666666667,,0.7433333333333333,0.8233333333333334,0.9266666666666666,0.8,4.076666666666667,3.973333333333333,3.9833333333333334,3.8033333333333332,3.959166666666667,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_5_5__ko-reranker,,baseline,hybrid_5_5,ko-reranker,,,,,,0.738,,0.68,0.8166666666666667,0.9266666666666666,0.7867,4.083333333333333,3.973333333333333,4.003333333333333,3.82,3.9699999999999998,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_5_5__bge-reranker-large,,baseline,hybrid_5_5,bge-reranker-large,,,,,,0.7080555555555555,,0.6433333333333333,0.8033333333333333,0.92,0.7833,4.073333333333333,3.97,4.003333333333333,3.783333333333333,3.9575,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_5_5__qwen3-reranker-0.6b,,baseline,hybrid_5_5,qwen3-reranker-0.6b,,,,,,0.7291111111111113,,0.6666666666666666,0.8133333333333334,0.92,0.8067,4.086666666666667,4.013333333333334,4.013333333333334,3.8366666666666664,3.9875000000000003,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_5_5__mxbai-rerank-base-v2,,baseline,hybrid_5_5,mxbai-rerank-base-v2,,,,,,0.7386666666666667,,0.68,0.8233333333333334,0.9266666666666666,0.8033,4.093333333333334,3.986666666666667,4.01,3.8366666666666664,3.9816666666666665,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_5_5__jina-reranker-m0,,baseline,hybrid_5_5,jina-reranker-m0,,,,,,0.768,,0.7266666666666667,0.82,0.9233333333333333,0.7967,4.073333333333333,3.9766666666666666,4.01,3.8133333333333335,3.9683333333333337,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_3_7__no_rerank,,baseline,hybrid_3_7,no_rerank,,,,,,0.7170555555555554,,0.6533333333333333,0.8033333333333333,0.9166666666666666,0.7533,3.97,3.8766666666666665,3.89,3.74,3.8691666666666666,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_3_7__bge-reranker-v2-m3,,baseline,hybrid_3_7,bge-reranker-v2-m3,,,,,,0.7488333333333332,,0.7,0.8166666666666667,0.9233333333333333,0.7833,4.08,3.95,3.993333333333333,3.81,3.9583333333333335,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_3_7__bge-reranker-v2-m3-ko,,baseline,hybrid_3_7,bge-reranker-v2-m3-ko,,,,,,0.7696666666666668,,0.74,0.8133333333333334,0.92,0.77,4.016666666666667,3.933333333333333,3.93,3.783333333333333,3.915833333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_3_7__ko-reranker,,baseline,hybrid_3_7,ko-reranker,,,,,,0.7320000000000001,,0.6733333333333333,0.81,0.9233333333333333,0.79,4.086666666666667,3.9766666666666666,4.02,3.816666666666667,3.9749999999999996,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_3_7__bge-reranker-large,,baseline,hybrid_3_7,bge-reranker-large,,,,,,0.709111111111111,,0.65,0.8033333333333333,0.92,0.7833,4.07,3.99,4.003333333333333,3.8266666666666667,3.9724999999999997,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_3_7__qwen3-reranker-0.6b,,baseline,hybrid_3_7,qwen3-reranker-0.6b,,,,,,0.7241111111111111,,0.6633333333333333,0.8066666666666666,0.92,0.7933,4.09,3.99,4.006666666666667,3.84,3.9816666666666665,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_3_7__mxbai-rerank-base-v2,,baseline,hybrid_3_7,mxbai-rerank-base-v2,,,,,,0.7373333333333334,,0.6833333333333333,0.8133333333333334,0.9233333333333333,0.7767,4.026666666666666,3.9366666666666665,3.97,3.77,3.9258333333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_3_7__jina-reranker-m0,,baseline,hybrid_3_7,jina-reranker-m0,,,,,,0.7631111111111111,,0.7233333333333334,0.8166666666666667,0.9233333333333333,0.7833,4.0633333333333335,3.9566666666666666,3.99,3.8066666666666666,3.9541666666666666,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_ws_5_5__no_rerank,,baseline,hybrid_ws_5_5,no_rerank,,,,,,0.6496111111111111,,0.59,0.7433333333333333,0.88,0.6833,3.7533333333333334,3.6433333333333335,3.6533333333333333,3.5633333333333335,3.6533333333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_ws_5_5__bge-reranker-v2-m3,,baseline,hybrid_ws_5_5,bge-reranker-v2-m3,,,,,,0.7487222222222223,,0.6933333333333334,0.8266666666666667,0.92,0.77,4.02,3.87,3.9233333333333333,3.72,3.8833333333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_ws_5_5__bge-reranker-v2-m3-ko,,baseline,hybrid_ws_5_5,bge-reranker-v2-m3-ko,,,,,,0.7724444444444445,,0.74,0.8233333333333334,0.9166666666666666,0.7667,4.026666666666666,3.94,3.9366666666666665,3.796666666666667,3.925,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_ws_5_5__ko-reranker,,baseline,hybrid_ws_5_5,ko-reranker,,,,,,0.740111111111111,,0.6866666666666666,0.8133333333333334,0.9166666666666666,0.7867,4.09,4.003333333333333,4.033333333333333,3.82,3.986666666666667,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_ws_5_5__bge-reranker-large,,baseline,hybrid_ws_5_5,bge-reranker-large,,,,,,0.7011666666666666,,0.64,0.7966666666666666,0.91,0.7433,4.0,3.8933333333333335,3.9233333333333333,3.76,3.8941666666666666,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_ws_5_5__qwen3-reranker-0.6b,,baseline,hybrid_ws_5_5,qwen3-reranker-0.6b,,,,,,0.7317777777777781,,0.67,0.8133333333333334,0.92,0.7733,3.973333333333333,3.8766666666666665,3.9166666666666665,3.7133333333333334,3.8699999999999997,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_ws_5_5__mxbai-rerank-base-v2,,baseline,hybrid_ws_5_5,mxbai-rerank-base-v2,,,,,,0.7440000000000001,,0.7033333333333334,0.81,0.92,0.7467,3.986666666666667,3.87,3.8833333333333333,3.71,3.8625,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,baseline__hybrid_ws_5_5__jina-reranker-m0,,baseline,hybrid_ws_5_5,jina-reranker-m0,,,,,,0.7626111111111111,,0.7166666666666667,0.8266666666666667,0.9166666666666666,0.76,4.036666666666667,3.933333333333333,3.95,3.736666666666667,3.914166666666667,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__dense__no_rerank,,hyde,dense,no_rerank,,,,,,0.6604444444444444,,0.5733333333333334,0.8,0.9033333333333333,0.76,4.01,3.8766666666666665,3.94,3.6933333333333334,3.88,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__dense__bge-reranker-v2-m3,,hyde,dense,bge-reranker-v2-m3,,,,,,0.7579444444444445,,0.7066666666666667,0.8366666666666667,0.9266666666666666,0.79,4.0633333333333335,3.9633333333333334,3.986666666666667,3.79,3.9508333333333336,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__dense__bge-reranker-v2-m3-ko,,hyde,dense,bge-reranker-v2-m3-ko,,,,,,0.7755,,0.7433333333333333,0.8233333333333334,0.92,0.7933,4.053333333333334,3.966666666666667,3.986666666666667,3.7933333333333334,3.9499999999999997,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__dense__ko-reranker,,hyde,dense,ko-reranker,,,,,,0.7420000000000001,,0.6833333333333333,0.8266666666666667,0.9233333333333333,0.7967,4.126666666666667,3.99,4.07,3.8,3.996666666666667,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__dense__bge-reranker-large,,hyde,dense,bge-reranker-large,,,,,,0.6954444444444445,,0.6333333333333333,0.79,0.9166666666666666,0.76,4.036666666666667,3.9166666666666665,3.9466666666666668,3.7466666666666666,3.9116666666666666,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__dense__qwen3-reranker-0.6b,,hyde,dense,qwen3-reranker-0.6b,,,,,,0.7239444444444445,,0.6633333333333333,0.8133333333333334,0.92,0.7833,4.04,3.92,3.966666666666667,3.7266666666666666,3.913333333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__dense__mxbai-rerank-base-v2,,hyde,dense,mxbai-rerank-base-v2,,,,,,0.7222777777777779,,0.6533333333333333,0.8233333333333334,0.9233333333333333,0.78,4.056666666666667,3.9366666666666665,3.96,3.77,3.930833333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__dense__jina-reranker-m0,,hyde,dense,jina-reranker-m0,,,,,,0.7622777777777778,,0.7166666666666667,0.8233333333333334,0.9266666666666666,0.7833,4.1033333333333335,3.99,4.046666666666667,3.8066666666666666,3.986666666666667,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__bm25_kiwi__no_rerank,,hyde,bm25_kiwi,no_rerank,,,,,,0.6783333333333332,,0.6133333333333333,0.7733333333333333,0.8933333333333333,0.7133,3.8566666666666665,3.7466666666666666,3.7466666666666666,3.6433333333333335,3.748333333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__bm25_kiwi__bge-reranker-v2-m3,,hyde,bm25_kiwi,bge-reranker-v2-m3,,,,,,0.7471666666666666,,0.7,0.81,0.92,0.77,4.026666666666666,3.89,3.933333333333333,3.763333333333333,3.9033333333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__bm25_kiwi__bge-reranker-v2-m3-ko,,hyde,bm25_kiwi,bge-reranker-v2-m3-ko,,,,,,0.7680000000000001,,0.74,0.81,0.92,0.7733,4.01,3.9066666666666667,3.9266666666666667,3.77,3.9033333333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__bm25_kiwi__ko-reranker,,hyde,bm25_kiwi,ko-reranker,,,,,,0.7328888888888889,,0.68,0.8,0.92,0.7733,4.06,3.9566666666666666,4.006666666666667,3.796666666666667,3.955,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__bm25_kiwi__bge-reranker-large,,hyde,bm25_kiwi,bge-reranker-large,,,,,,0.7132777777777778,,0.66,0.8,0.9166666666666666,0.77,4.026666666666666,3.9233333333333333,3.9066666666666667,3.75,3.9016666666666664,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__bm25_kiwi__qwen3-reranker-0.6b,,hyde,bm25_kiwi,qwen3-reranker-0.6b,,,,,,0.7275555555555556,,0.6666666666666666,0.8066666666666666,0.92,0.7767,4.033333333333333,3.9366666666666665,3.9266666666666667,3.7533333333333334,3.9125,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__bm25_kiwi__mxbai-rerank-base-v2,,hyde,bm25_kiwi,mxbai-rerank-base-v2,,,,,,0.7385555555555556,,0.6833333333333333,0.81,0.92,0.7733,4.026666666666666,3.933333333333333,3.95,3.796666666666667,3.9266666666666667,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__bm25_kiwi__jina-reranker-m0,,hyde,bm25_kiwi,jina-reranker-m0,,,,,,0.7632777777777777,,0.7266666666666667,0.81,0.92,0.77,4.033333333333333,3.933333333333333,3.953333333333333,3.7533333333333334,3.9183333333333334,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_7_3__no_rerank,,hyde,hybrid_7_3,no_rerank,,,,,,0.7065555555555556,,0.6333333333333333,0.8133333333333334,0.9166666666666666,0.7767,4.05,3.933333333333333,3.986666666666667,3.7466666666666666,3.9291666666666663,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_7_3__bge-reranker-v2-m3,,hyde,hybrid_7_3,bge-reranker-v2-m3,,,,,,0.7593333333333334,,0.7066666666666667,0.84,0.93,0.7867,4.08,3.9833333333333334,4.006666666666667,3.8,3.9675000000000002,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_7_3__bge-reranker-v2-m3-ko,,hyde,hybrid_7_3,bge-reranker-v2-m3-ko,,,,,,0.7772777777777778,,0.74,0.8333333333333334,0.9233333333333333,0.7967,4.08,3.993333333333333,3.9833333333333334,3.8033333333333332,3.9650000000000003,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_7_3__ko-reranker,,hyde,hybrid_7_3,ko-reranker,,,,,,0.7413333333333334,,0.68,0.8266666666666667,0.9266666666666666,0.7833,4.093333333333334,3.993333333333333,4.05,3.816666666666667,3.9883333333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_7_3__bge-reranker-large,,hyde,hybrid_7_3,bge-reranker-large,,,,,,0.697388888888889,,0.6266666666666667,0.8033333333333333,0.9166666666666666,0.7933,4.076666666666667,3.973333333333333,3.9966666666666666,3.7933333333333334,3.96,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_7_3__qwen3-reranker-0.6b,,hyde,hybrid_7_3,qwen3-reranker-0.6b,,,,,,0.7310555555555557,,0.6633333333333333,0.8233333333333334,0.9233333333333333,0.7733,4.03,3.9466666666666668,3.9633333333333334,3.79,3.9325,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_7_3__mxbai-rerank-base-v2,,hyde,hybrid_7_3,mxbai-rerank-base-v2,,,,,,0.7428333333333335,,0.68,0.8366666666666667,0.9266666666666666,0.7867,4.0633333333333335,3.96,4.01,3.81,3.9608333333333334,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_7_3__jina-reranker-m0,,hyde,hybrid_7_3,jina-reranker-m0,,,,,,0.7756111111111111,,0.73,0.8366666666666667,0.9266666666666666,0.8033,4.126666666666667,4.023333333333333,4.083333333333333,3.87,4.025833333333334,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_5_5__no_rerank,,hyde,hybrid_5_5,no_rerank,,,,,,0.715611111111111,,0.65,0.8133333333333334,0.9166666666666666,0.7667,4.033333333333333,3.9,3.9466666666666668,3.77,3.9125,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_5_5__bge-reranker-v2-m3,,hyde,hybrid_5_5,bge-reranker-v2-m3,,,,,,0.7546111111111111,,0.7,0.8333333333333334,0.93,0.79,4.08,3.99,4.006666666666667,3.82,3.974166666666667,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_5_5__bge-reranker-v2-m3-ko,,hyde,hybrid_5_5,bge-reranker-v2-m3-ko,,,,,,0.7737777777777779,,0.74,0.8266666666666667,0.9266666666666666,0.7933,4.1066666666666665,3.9766666666666666,4.02,3.82,3.980833333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_5_5__ko-reranker,,hyde,hybrid_5_5,ko-reranker,,,,,,0.7377222222222222,,0.68,0.8166666666666667,0.9266666666666666,0.79,4.113333333333333,3.99,4.053333333333334,3.816666666666667,3.993333333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_5_5__bge-reranker-large,,hyde,hybrid_5_5,bge-reranker-large,,,,,,0.7076666666666667,,0.6466666666666666,0.7966666666666666,0.9233333333333333,0.7967,4.076666666666667,3.986666666666667,4.033333333333333,3.84,3.984166666666667,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_5_5__qwen3-reranker-0.6b,,hyde,hybrid_5_5,qwen3-reranker-0.6b,,,,,,0.729777777777778,,0.6666666666666666,0.8166666666666667,0.9233333333333333,0.8033,4.09,3.9833333333333334,4.016666666666667,3.8233333333333333,3.9783333333333335,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_5_5__mxbai-rerank-base-v2,,hyde,hybrid_5_5,mxbai-rerank-base-v2,,,,,,0.7439444444444444,,0.69,0.8266666666666667,0.9266666666666666,0.78,4.066666666666666,3.9833333333333334,3.9966666666666666,3.8,3.961666666666667,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_5_5__jina-reranker-m0,,hyde,hybrid_5_5,jina-reranker-m0,,,,,,0.7718888888888888,,0.73,0.8266666666666667,0.9266666666666666,0.81,4.156666666666666,4.036666666666667,4.0633333333333335,3.85,4.026666666666667,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_3_7__no_rerank,,hyde,hybrid_3_7,no_rerank,,,,,,0.7124444444444445,,0.6433333333333333,0.81,0.92,0.7533,3.9566666666666666,3.86,3.86,3.69,3.8416666666666663,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_3_7__bge-reranker-v2-m3,,hyde,hybrid_3_7,bge-reranker-v2-m3,,,,,,0.7528333333333332,,0.7033333333333334,0.8233333333333334,0.9233333333333333,0.8,4.076666666666667,3.9766666666666666,3.986666666666667,3.8133333333333335,3.963333333333334,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_3_7__bge-reranker-v2-m3-ko,,hyde,hybrid_3_7,bge-reranker-v2-m3-ko,,,,,,0.7738333333333335,,0.7433333333333333,0.82,0.9233333333333333,0.8,4.076666666666667,3.9633333333333334,3.9766666666666666,3.85,3.966666666666667,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_3_7__ko-reranker,,hyde,hybrid_3_7,ko-reranker,,,,,,0.7353333333333334,,0.6766666666666666,0.8133333333333334,0.9233333333333333,0.8,4.093333333333334,4.016666666666667,4.046666666666667,3.8266666666666667,3.995833333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_3_7__bge-reranker-large,,hyde,hybrid_3_7,bge-reranker-large,,,,,,0.710111111111111,,0.65,0.8033333333333333,0.92,0.7867,4.05,3.953333333333333,3.9633333333333334,3.8233333333333333,3.9475,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_3_7__qwen3-reranker-0.6b,,hyde,hybrid_3_7,qwen3-reranker-0.6b,,,,,,0.728388888888889,,0.6633333333333333,0.8166666666666667,0.92,0.8033,4.11,4.02,4.03,3.8266666666666667,3.9966666666666666,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_3_7__mxbai-rerank-base-v2,,hyde,hybrid_3_7,mxbai-rerank-base-v2,,,,,,0.7403888888888889,,0.6833333333333333,0.82,0.9233333333333333,0.77,4.04,3.94,3.97,3.77,3.93,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_3_7__jina-reranker-m0,,hyde,hybrid_3_7,jina-reranker-m0,,,,,,0.7657777777777778,,0.7233333333333334,0.8233333333333334,0.9233333333333333,0.8,4.1,4.01,4.03,3.8466666666666667,3.996666666666667,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_ws_5_5__no_rerank,,hyde,hybrid_ws_5_5,no_rerank,,,,,,0.6503333333333333,,0.59,0.75,0.8833333333333333,0.68,3.743333333333333,3.6066666666666665,3.63,3.49,3.6175,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
6_cartesian,hyde__hybrid_ws_5_5__bge-reranker-v2-m3,,hyde,hybrid_ws_5_5,bge-reranker-v2-m3,,,,,,0.7491111111111112,,0.6966666666666667,0.82,0.92,0.7867,4.07,3.9433333333333334,3.9833333333333334,3.796666666666667,3.9483333333333333,,,,,,"loader=pymupdf, chunk=300/50, embed=gemma-300m, all 384 configs of PreR×R×PostR; accuracy = 4-metric majority O (Phase 5 동일 규칙)"
